LG3	229	230	0
LG15	94	95	0
LG1	209	210	0
LG6	109	110	0
LG11	78	79	0
LG11	79	80	0
LG6	124	125	0
LG14	106	107	0
LG1	211	212	0
LG1	201	202	0
LG4	96	97	0
LG10	98	99	0
LG14	134	135	0
LG13	87	88	0
LG16	48	49	0
LG13	146	147	0
LG2	88	89	0
LG13	145	146	0
LG10	96	97	0
LG15	26	27	0
LG3	126	127	0
LG8	157	158	0
LG1	55	56	0
LG15	28	29	0
LG5	40	41	0
LG9	69	70	0
LG9	24	25	0
LG10	34	35	0
LG14	25	26	0
LG4	140	141	0
LG12	48	49	0
LG13	88	89	0
LG18	8	9	0
LG13	148	149	0
LG17	67	68	0
LG10	32	33	0
LG10	11	12	0
LG9	174	175	0
LG5	56	57	0
LG13	60	61	0
LG2	146	147	0
LG8	57	58	0
LG18	23	24	0
LG5	186	187	0
LG2	65	66	0
LG5	62	63	0
LG8	55	56	0
LG19	75	76	0
LG5	4	5	0
LG11	49	50	0
LG7	5	6	0
LG12	49	50	0
LG11	75	76	0
LG19	43	44	0
LG9	55	56	0
LG13	147	148	0
LG5	186	187	0
LG3	229	230	0
LG10	140	141	0
LG7	144	145	0
LG10	92	93	0
LG13	145	146	0
LG16	11	12	0
LG4	64	65	0
LG2	89	90	0
LG10	67	68	0
LG15	6	7	0
LG3	221	222	0
LG1	206	207	0
LG1	212	213	0
LG13	88	89	0
LG6	63	64	0
LG10	62	63	0
LG13	146	147	0
LG18	2	3	0
LG3	84	85	4.49480756758459
LG14	76	77	0
LG1	43	44	0
LG11	38	39	0
LG16	8	9	0
LG10	99	100	0
LG13	138	139	0
LG11	64	65	0
LG7	80	81	0
LG19	88	89	0
LG7	90	91	0
LG8	108	109	0
LG11	67	68	0
LG6	177	178	0
LG17	76	77	0
LG8	56	57	0
LG18	92	93	0
LG2	159	160	0
LG3	53	54	0.684301031346449
LG15	96	97	0
LG8	54	55	0
LG18	37	38	0
LG6	0	1	0
LG15	109	110	0
LG1	134	135	0
LG18	105	106	0
LG3	1	2	0
LG15	8	9	0
LG19	70	71	0
LG10	66	67	0
LG3	224	225	0
LG18	94	95	0
LG18	1	2	0
LG8	99	100	0
LG1	219	220	0
LG10	100	101	0
LG13	46	47	0
LG9	91	92	0
LG2	157	158	0
LG1	265	266	0
LG16	114	115	0
LG13	128	129	0
LG11	70	71	0
LG1	2	3	0
LG1	40	41	0
LG2	33	34	0
LG3	29	30	0
LG16	60	61	0
LG6	58	59	0
LG19	40	41	0
LG14	6	7	0
LG1	244	245	0
LG3	29	30	0
LG4	44	45	0
LG13	84	85	0
LG15	140	141	0
LG14	90	91	0
LG19	70	71	0
LG6	102	103	0
LG5	86	87	0
LG14	38	39	0
LG11	58	59	0
LG1	135	136	0
LG8	101	102	0
LG1	135	136	0
LG14	42	43	0
LG8	106	107	0
LG2	98	99	0
LG10	2	3	0
LG13	146	147	0
LG5	60	61	0
LG10	129	130	0
LG3	229	230	0
LG9	153	154	0
LG6	102	103	0
LG19	82	83	0
LG11	68	69	0
LG18	105	106	0
LG11	51	52	0
LG12	103	104	0
LG1	4	5	0
LG18	34	35	0
LG5	60	61	0
LG14	94	95	0
LG4	58	59	0
LG13	46	47	0
LG14	48	49	0
LG16	19	20	0
LG17	103	104	0
LG5	32	33	0
LG1	7	8	0
LG11	4	5	0
LG2	88	89	0
LG15	92	93	0
LG19	87	88	0
LG18	4	5	0
LG6	88	89	0
LG6	102	103	0
LG4	16	17	0
LG17	109	110	0
LG18	12	13	0
LG1	217	218	0
LG1	7	8	0
LG2	153	154	0
LG1	106	107	0
LG15	14	15	0
LG10	101	102	0
LG3	76	77	3.57444351032466
LG8	95	96	0
LG10	99	100	0
LG4	33	34	0
LG4	29	30	0
LG12	165	166	0
LG4	198	199	0
LG11	59	60	0
LG2	99	100	0
LG5	11	12	0
LG18	26	27	0
LG18	100	101	0
LG13	144	145	0
LG4	65	66	0
LG16	57	58	0
LG6	59	60	0
LG1	59	60	0
LG14	44	45	0
LG11	70	71	0
LG13	114	115	0
LG3	124	125	0.221243843743924
LG18	4	5	0
LG11	3	4	0
LG7	147	148	0
LG9	43	44	0
LG13	88	89	0
LG16	46	47	0
LG8	161	162	0
LG1	2	3	0
LG15	21	22	0
LG9	23	24	0
LG11	70	71	0
LG14	14	15	0
LG18	8	9	0
LG3	224	225	0
LG15	15	16	0
LG9	61	62	0
LG15	115	116	0
LG6	71	72	0
LG9	151	152	0
LG15	140	141	0
LG17	100	101	0
LG8	110	111	0
LG18	64	65	0
LG8	91	92	0
LG8	106	107	0
LG7	149	150	0
LG14	69	70	0
LG10	2	3	0
LG10	65	66	0
LG2	147	148	0
LG16	82	83	0
LG6	135	136	0
LG8	109	110	0
LG16	44	45	0
LG18	100	101	0
LG2	157	158	0
LG13	109	110	0
LG3	69	70	0
LG13	82	83	0
LG1	65	66	0
LG2	75	76	0
LG17	60	61	0
LG8	60	61	0
LG16	60	61	0
LG7	5	6	0
LG10	67	68	0
LG11	49	50	0
LG14	65	66	0
LG7	35	36	0
LG19	40	41	0
LG9	141	142	0
LG10	170	171	0
LG18	11	12	0
LG15	90	91	0
LG2	257	258	0
LG14	97	98	0
LG6	102	103	0
LG14	67	68	0
LG17	104	105	0
LG9	92	93	0
LG9	65	66	0
LG15	26	27	0
LG8	93	94	0.766507694171044
LG10	3	4	0
LG11	3	4	0
LG6	141	142	0
LG4	57	58	0
LG18	29	30	0
LG14	72	73	0
LG8	95	96	0
LG13	147	148	0
LG2	86	87	0
LG3	77	78	4.3647544393374
LG5	176	177	0
LG15	92	93	0
LG3	1	2	0
LG11	78	79	0
LG2	83	84	0
LG2	52	53	0
LG19	42	43	0
LG2	33	34	0
LG5	63	64	0
LG19	38	39	0.0672608082349815
LG16	38	39	0
LG12	34	35	0
LG14	2	3	0
LG11	138	139	0
LG18	106	107	0
LG12	48	49	0
LG6	108	109	0
LG10	99	100	0
LG18	15	16	0
LG2	96	97	0
LG16	114	115	0
LG3	110	111	4.3647544393374
LG18	90	91	0
LG11	12	13	0
LG13	140	141	0
LG1	204	205	0
LG11	34	35	0
LG2	147	148	0
LG13	78	79	0
LG5	4	5	0
LG10	101	102	0
LG6	1	2	0
LG14	80	81	0
LG4	198	199	0
LG14	14	15	0
LG5	77	78	0
LG8	55	56	0
LG13	81	82	0
LG5	4	5	0
LG3	120	121	0.52549717638484
LG11	67	68	0
LG2	149	150	0
LG14	47	48	0
LG8	96	97	0
LG6	102	103	0
LG9	65	66	0
LG18	93	94	0
LG6	58	59	0
LG2	65	66	0
LG5	39	40	0
LG11	60	61	0
LG13	108	109	0
LG8	164	165	0
LG14	100	101	0
LG5	34	35	0
LG16	60	61	0
LG1	206	207	0
LG8	106	107	0
LG2	205	206	0
LG10	93	94	0
LG5	10	11	0
LG3	229	230	0
LG4	18	19	0
LG8	89	90	0
LG11	42	43	0
LG14	91	92	0
LG14	100	101	0
LG10	99	100	0
LG10	94	95	0
LG9	22	23	0
LG17	109	110	0
LG3	51	52	0
LG19	39	40	0
LG16	23	24	0
LG8	98	99	0.0519920535390637
LG13	127	128	0
LG13	90	91	0
LG15	15	16	0
LG2	33	34	0
LG11	31	32	0
LG8	8	9	0
LG9	39	40	0
LG6	102	103	0
LG11	46	47	0
LG10	124	125	0
LG6	126	127	0
LG13	140	141	0
LG9	94	95	0
LG14	127	128	0
LG18	4	5	0
LG7	118	119	0
LG5	111	112	0
LG7	78	79	0
LG13	72	73	0
LG11	62	63	0
LG8	53	54	0
LG3	113	114	0.798710131404543
LG16	72	73	0
LG2	203	204	0
LG10	2	3	0
LG16	72	73	0
LG8	108	109	0
LG13	142	143	0
LG11	48	49	0
LG19	44	45	0
LG2	204	205	0
LG3	111	112	4.3647544393374
LG14	104	105	0
LG2	173	174	0
LG15	12	13	0
LG4	144	145	0
LG2	79	80	0
LG3	85	86	4.3647544393374
LG19	44	45	0
LG3	118	119	0.419120833646735
LG6	102	103	0
LG15	98	99	0
LG8	163	164	0
LG9	99	100	0
LG15	96	97	0
LG14	14	15	0
LG3	210	211	0
LG7	92	93	0
LG3	219	220	0
LG5	30	31	0
LG16	59	60	0
LG8	30	31	0
LG10	94	95	0
LG14	69	70	0
LG19	91	92	0
LG2	75	76	0
LG14	27	28	0
LG2	74	75	0
LG8	164	165	0
LG8	107	108	0
LG8	109	110	0
LG11	11	12	0
LG6	112	113	0
LG5	79	80	0
LG1	2	3	0
LG5	52	53	0
LG9	92	93	0
LG1	202	203	0
LG1	207	208	0
LG3	40	41	0
LG18	29	30	0
LG19	44	45	0
LG14	102	103	0
LG10	100	101	0
LG1	206	207	0
LG13	148	149	0
LG5	184	185	0
LG13	148	149	0
LG13	109	110	0
LG15	26	27	0
LG4	140	141	0
LG3	111	112	2.68389566614302
LG5	78	79	0
LG10	50	51	0
LG3	76	77	4.3647544393374
LG8	107	108	0
LG5	109	110	0
LG15	56	57	0
LG8	105	106	0
LG2	100	101	0
LG15	61	62	0
LG10	3	4	0
LG14	35	36	0
LG11	64	65	0
LG14	14	15	0
LG14	86	87	0
LG13	103	104	0
LG12	43	44	0
LG6	1	2	0
LG14	121	122	0
LG1	211	212	0
LG15	6	7	0
LG11	24	25	0
LG17	35	36	0
LG7	112	113	0
LG2	74	75	0
LG10	98	99	0
LG1	240	241	0
LG14	15	16	0
LG13	69	70	0
LG9	65	66	0
LG6	65	66	0
LG8	121	122	0
LG18	2	3	0
LG11	75	76	0
LG8	3	4	0
LG11	78	79	0
LG14	136	137	0
LG15	17	18	0
LG14	112	113	0
LG9	92	93	0
LG8	103	104	0
LG1	220	221	0
LG9	21	22	0
LG13	111	112	0
LG16	57	58	0
LG16	9	10	0
LG8	157	158	0
LG19	80	81	0
LG15	65	66	0
LG9	148	149	0
LG10	2	3	0
LG4	142	143	0
LG5	117	118	0
LG14	79	80	0
LG2	247	248	0
LG19	48	49	0
LG4	59	60	0
LG7	124	125	0
LG17	60	61	0
LG14	105	106	0
LG15	89	90	0
LG13	139	140	0
LG8	100	101	0
LG14	74	75	0
LG15	26	27	0
LG11	54	55	0
LG10	54	55	0
LG5	76	77	0
LG10	53	54	0
LG1	207	208	0
LG2	70	71	0
LG13	88	89	0
LG13	87	88	0
LG3	85	86	1.88367188598776
LG3	49	50	0.138058425630626
LG17	109	110	0
LG14	22	23	0
LG10	15	16	0
LG2	158	159	0
LG8	105	106	0
LG2	85	86	0
LG13	101	102	0
LG2	86	87	0
LG10	66	67	0
LG19	64	65	0
LG3	84	85	1.07094803088345
LG13	125	126	0
LG15	95	96	0
LG9	156	157	0
LG3	113	114	4.3647544393374
LG16	21	22	0
LG9	174	175	0
LG1	107	108	0
LG9	62	63	0
LG9	41	42	0
LG9	94	95	0
LG8	105	106	0
LG8	107	108	0
LG8	92	93	0
LG6	59	60	0
LG13	136	137	0
LG15	89	90	0
LG11	71	72	0
LG9	22	23	0
LG19	34	35	0
LG15	94	95	0
LG2	147	148	0
LG3	111	112	2.43579384859571
LG19	65	66	0
LG18	24	25	0
LG9	100	101	0
LG18	29	30	0
LG14	10	11	0
LG8	121	122	0
LG13	142	143	0
LG16	47	48	0
LG5	99	100	0
LG1	211	212	0
LG3	83	84	1.81159868901533
LG8	104	105	0
LG3	69	70	0
LG13	83	84	0
LG17	67	68	0
LG13	148	149	0
LG8	105	106	0
LG8	14	15	0
LG8	108	109	0
LG15	94	95	0
LG13	148	149	0
LG4	140	141	0
LG18	71	72	0
LG19	66	67	0
LG9	24	25	0
LG2	96	97	0
LG8	108	109	0
LG14	107	108	0
LG9	62	63	0
LG17	70	71	0
LG18	9	10	0
LG9	25	26	0
LG11	36	37	0
LG6	85	86	0
LG4	143	144	0
LG13	140	141	0
LG2	85	86	0
LG4	152	153	0
LG9	93	94	0
LG8	107	108	0
LG2	243	244	0
LG13	82	83	0
LG1	205	206	0
LG13	125	126	0
LG1	212	213	0
LG16	57	58	0
LG15	60	61	0
LG9	98	99	0
LG17	109	110	0
LG4	90	91	0
LG14	2	3	0
LG6	108	109	0
LG15	96	97	0
LG12	51	52	0
LG2	33	34	0
LG13	85	86	0
LG19	35	36	0
LG2	52	53	0
LG9	70	71	0
LG3	15	16	0
LG14	39	40	0
LG14	14	15	0
LG17	63	64	0
LG16	114	115	0
LG4	51	52	0
LG19	41	42	0
LG14	107	108	0
LG16	94	95	0
LG13	131	132	0
LG13	138	139	0
LG11	25	26	0
LG13	74	75	0
LG4	141	142	0
LG17	38	39	0
LG2	102	103	0
LG2	281	282	0
LG6	102	103	0
LG2	259	260	0
LG1	207	208	0
LG2	222	223	0
LG3	69	70	0.974301596958223
LG14	42	43	0
LG9	138	139	0
LG15	93	94	0
LG5	30	31	0
LG4	141	142	0
LG18	8	9	0
LG15	113	114	0
LG4	95	96	0
LG10	27	28	0
LG3	51	52	0
LG7	2	3	0
LG17	102	103	0
LG14	66	67	0
LG11	69	70	0
LG4	140	141	0
LG3	84	85	4.3647544393374
LG13	93	94	0
LG13	36	37	0
LG4	97	98	0
LG8	105	106	0
LG1	105	106	0
LG3	53	54	0
LG12	28	29	0
LG3	84	85	1.05694138228637
LG2	33	34	0
LG11	61	62	0
LG6	67	68	0
LG19	43	44	0
LG18	88	89	0
LG11	59	60	0
LG16	42	43	0
LG8	108	109	0
LG7	112	113	0
LG19	64	65	0
LG11	32	33	0
LG6	65	66	0
LG2	280	281	0
LG11	3	4	0
LG18	29	30	0
LG10	101	102	0
LG2	89	90	0
LG6	85	86	0
LG13	94	95	0
LG10	67	68	0
LG3	49	50	0
LG4	59	60	0
LG2	154	155	0
LG19	39	40	0
LG8	106	107	0
LG10	60	61	0
LG6	73	74	0
LG18	98	99	0
LG2	85	86	0
LG16	39	40	0
LG4	16	17	0
LG11	62	63	0
LG16	57	58	0
LG15	25	26	0
LG6	108	109	0
LG15	87	88	0
LG9	174	175	0
LG18	4	5	0
LG3	69	70	1.25655443619034
LG2	180	181	0
LG17	67	68	0
LG12	59	60	0
LG12	165	166	0
LG2	202	203	0
LG8	95	96	0.276114741709299
LG19	70	71	0
LG11	57	58	0
LG3	113	114	3.32676677248611
LG11	51	52	0
LG7	138	139	0
LG11	36	37	0
LG9	100	101	0
LG1	215	216	0
LG11	70	71	0
LG15	98	99	0
LG16	72	73	0
LG11	73	74	0
LG9	22	23	0
LG3	76	77	1.07504629527445
LG5	117	118	0
LG17	70	71	0
LG11	62	63	0
LG15	123	124	0
LG9	51	52	0
LG9	100	101	0
LG14	78	79	0
LG7	110	111	0
LG16	41	42	0
LG1	240	241	0
LG15	86	87	0
LG9	65	66	0
LG6	125	126	0
LG3	228	229	0
LG8	105	106	0
LG10	104	105	0
LG9	26	27	0
LG2	75	76	0
LG13	36	37	0
LG10	160	161	0
LG6	102	103	0
LG17	69	70	0
LG14	96	97	0
LG8	102	103	0
LG4	175	176	0
LG6	102	103	0
LG11	78	79	0
LG5	60	61	0
LG14	80	81	0
LG8	104	105	0
LG14	14	15	0
LG7	90	91	0
LG5	106	107	0
LG2	59	60	0
LG9	139	140	0
LG8	105	106	0
LG10	91	92	0
LG2	203	204	0
LG9	61	62	0
LG1	205	206	0
LG8	109	110	0
LG9	54	55	0
LG8	108	109	0
LG9	174	175	0
LG18	8	9	0
LG6	76	77	0
LG3	229	230	0
LG11	13	14	0
LG10	93	94	0
LG14	134	135	0
LG3	125	126	0
LG9	38	39	0
LG14	87	88	0
LG4	97	98	0
LG13	148	149	0
LG14	135	136	0
LG18	106	107	0
LG9	98	99	0
LG11	60	61	0
LG11	21	22	0
LG11	77	78	0
LG14	15	16	0
LG3	23	24	0
LG5	39	40	0
LG17	1	2	0
LG18	43	44	0
LG3	76	77	2.58952427206067
LG16	60	61	0
LG2	96	97	0
LG17	76	77	0
LG9	60	61	0
LG8	99	100	0
LG5	39	40	0
LG8	131	132	0
LG19	85	86	0
LG14	22	23	0
LG19	21	22	0
LG9	11	12	0
LG9	93	94	0
LG13	130	131	0
LG6	140	141	0
LG9	24	25	0
LG18	105	106	0
LG6	122	123	0
LG6	123	124	0
LG15	61	62	0
LG19	55	56	0
LG15	94	95	0
LG6	131	132	0
LG8	107	108	0
LG6	191	192	0
LG11	3	4	0
LG14	84	85	0
LG9	57	58	0
LG16	46	47	0
LG6	181	182	0
LG4	139	140	0
LG10	168	169	0
LG7	156	157	0
LG14	14	15	0
LG10	92	93	0
LG2	281	282	0
LG13	148	149	0
LG16	25	26	0
LG16	77	78	0
LG17	103	104	0
LG5	79	80	0
LG3	112	113	4.3647544393374
LG2	150	151	0
LG7	88	89	0
LG13	69	70	0
LG17	59	60	0
LG2	182	183	0
LG12	44	45	0
LG1	211	212	0
LG15	13	14	0
LG11	60	61	0
LG8	102	103	0
LG15	98	99	0
LG16	61	62	0
LG11	117	118	0
LG14	100	101	0
LG4	139	140	0
LG7	89	90	0
LG2	70	71	0
LG4	143	144	0
LG13	60	61	0
LG9	65	66	0
LG11	73	74	0
LG11	30	31	0
LG7	10	11	0
LG1	135	136	0
LG5	63	64	0
LG12	91	92	0
LG11	31	32	0
LG14	135	136	0
LG10	95	96	0
LG9	39	40	0
LG19	44	45	0
LG8	94	95	0
LG12	44	45	0
LG3	69	70	0.872207279087033
LG3	69	70	0.30522584757534
LG13	89	90	0
LG15	50	51	0
LG10	95	96	0
LG13	81	82	0
LG16	44	45	0
LG8	109	110	0
LG11	57	58	0
LG8	59	60	0
LG19	52	53	0
LG15	56	57	0
LG1	201	202	0
LG8	105	106	0
LG10	94	95	0
LG10	60	61	0
LG5	108	109	0
LG11	59	60	0
LG7	81	82	0
LG4	198	199	0
LG7	158	159	0
LG9	65	66	0
LG14	47	48	0
LG16	71	72	0
LG17	103	104	0
LG2	76	77	0
LG8	117	118	0
LG15	60	61	0
LG9	174	175	0
LG10	100	101	0
LG13	138	139	0
LG2	84	85	0
LG2	66	67	0
LG12	163	164	0
LG19	81	82	0
LG3	123	124	0
LG3	9	10	0
LG19	73	74	0
LG14	127	128	0
LG16	112	113	0
LG7	151	152	0
LG3	37	38	0
LG4	61	62	0
LG18	16	17	0
LG8	92	93	0.23786874583695
LG14	74	75	0
LG17	57	58	0
LG2	155	156	0
LG7	115	116	0
LG3	23	24	0
LG8	109	110	0
LG9	100	101	0
LG2	89	90	0
LG11	54	55	0
LG19	0	1	0
LG3	196	197	0
LG10	133	134	0
LG13	114	115	0
LG11	31	32	0
LG13	142	143	0
LG6	61	62	0
LG5	40	41	0
LG14	69	70	0
LG13	144	145	0
LG8	108	109	0
LG15	61	62	0
LG4	135	136	0
LG13	86	87	0
LG19	89	90	0
LG4	26	27	0
LG9	94	95	0
LG4	143	144	0
LG13	97	98	0
LG18	69	70	0
LG7	81	82	0
LG5	83	84	0
LG10	169	170	0
LG2	183	184	0
LG1	242	243	0
LG14	4	5	0
LG7	174	175	0
LG6	188	189	0
LG12	32	33	0
LG16	21	22	0
LG13	142	143	0
LG6	82	83	0
LG6	106	107	0
LG3	114	115	3.00285153134159
LG2	35	36	0
LG15	59	60	0
LG2	173	174	0
LG9	91	92	0
LG11	52	53	0
LG5	47	48	0
LG5	56	57	0
LG11	130	131	0
LG11	11	12	0
LG16	85	86	0
LG11	46	47	0
LG3	69	70	0.311128826656334
LG13	74	75	0
LG17	89	90	0
LG7	158	159	0
LG13	149	150	0
LG4	30	31	0
LG14	135	136	0
LG14	3	4	0
LG8	12	13	0
LG6	191	192	0
LG5	41	42	0
LG9	57	58	0
LG13	72	73	0
LG8	96	97	0
LG3	124	125	1.46261783986162
LG13	148	149	0
LG1	2	3	0
LG1	205	206	0
LG3	84	85	1.56224403723259
LG5	82	83	0
LG10	95	96	0
LG5	74	75	0
LG11	70	71	0
LG10	92	93	0
LG1	212	213	0
LG2	204	205	0
LG15	39	40	0
LG7	162	163	0
LG12	40	41	0
LG6	114	115	0
LG2	92	93	0
LG18	21	22	0
LG5	49	50	0
LG13	99	100	0
LG18	22	23	0
LG6	66	67	0
LG5	186	187	0
LG10	61	62	0
LG9	174	175	0
LG12	0	1	0
LG19	70	71	0
LG11	2	3	0
LG4	139	140	0
LG1	215	216	0
LG4	22	23	0
LG8	53	54	0
LG11	78	79	0
LG13	147	148	0
LG6	6	7	0
LG14	69	70	0
LG15	26	27	0
LG14	66	67	0
LG10	53	54	0
LG10	95	96	0
LG18	90	91	0
LG2	158	159	0
LG4	134	135	0
LG10	94	95	0
LG5	185	186	0
LG15	26	27	0
LG4	133	134	0
LG9	39	40	0
LG7	88	89	0
LG8	108	109	0
LG6	106	107	0
LG8	96	97	0
LG3	16	17	0
LG15	96	97	0
LG2	66	67	0
LG11	70	71	0
LG1	206	207	0
LG13	142	143	0
LG10	158	159	0
LG9	37	38	0
LG6	102	103	0
LG2	164	165	0
LG11	78	79	0
LG8	89	90	0
LG9	13	14	0
LG9	12	13	0
LG2	159	160	0
LG5	63	64	0
LG2	59	60	0
LG15	123	124	0
LG6	187	188	0
LG4	140	141	0
LG3	229	230	0
LG19	43	44	0
LG1	2	3	0
LG18	91	92	0
LG9	16	17	0
LG5	79	80	0
LG1	232	233	0
LG3	84	85	0.851563243023348
LG2	83	84	0
LG1	3	4	0
LG14	103	104	0
LG16	51	52	0
LG1	228	229	0
LG7	132	133	0
LG7	110	111	0
LG5	106	107	0
LG3	51	52	0
LG13	36	37	0
LG3	229	230	0
LG2	165	166	0
LG4	144	145	0
LG18	68	69	0
LG11	69	70	0
LG14	76	77	0
