"maker" "LG" "cM" "pval" "p.adj" "p.adg_lg"
"146" 10140 1 208.672954748168 0.1668 0.987572231404959 0.891888607594937
"147" 13668 1 209.442067520751 0.48252 0.987572231404959 0.891888607594937
"148" 8597 1 209.442067620751 0.8417 0.989835673347069 0.95481180952381
"149" 37084 1 210.488054043878 0.24528 0.987572231404959 0.891888607594937
"150" 54519 1 210.749217051421 0.18982 0.987572231404959 0.891888607594937
"151" 44290 1 210.749217151421 0.3754 0.987572231404959 0.891888607594937
"152" 54540 1 210.749217251421 0.62218 0.987572231404959 0.90042198757764
"153" 15103 1 210.749217351421 0.76588 0.989835673347069 0.947952486772487
"154" 1096 1 210.749217451421 0.46866 0.987572231404959 0.891888607594937
"155" 40527 1 210.749217551421 0.5973 0.987572231404959 0.891888607594937
"156" 27441 1 210.749217651421 0.92446 0.989987988774556 0.971599551569507
"157" 18543 1 211.009387910344 0.5605 0.987572231404959 0.891888607594937
"158" 31827 1 211.009388010344 0.7139 0.989835673347069 0.931635530726257
"159" 1224 1 211.009388110344 0.79342 0.989835673347069 0.952052121212121
"160" 32872 1 211.009388210344 0.4832 0.987572231404959 0.891888607594937
"161" 50307 1 211.009388310344 0.38732 0.987572231404959 0.891888607594937
"162" 52331 1 211.009388410344 0.3635 0.987572231404959 0.891888607594937
"163" 35053 1 211.270041779294 0.24218 0.987572231404959 0.891888607594937
"164" 49824 1 211.270041979294 0.34048 0.987572231404959 0.891888607594937
"165" 846 1 211.528054089977 0.06552 0.987572231404959 0.891888607594937
"166" 42809 1 211.528054189977 0.143 0.987572231404959 0.891888607594937
"167" 4280 1 211.796647191505 0.60372 0.987572231404959 0.891888607594937
"168" 38838 1 211.796647291505 0.16998 0.987572231404959 0.891888607594937
"169" 11174 1 211.796647391505 0.12142 0.987572231404959 0.891888607594937
"170" 47587 1 211.796647491505 0.3348 0.987572231404959 0.891888607594937
"171" 43494 1 213.94236022107 0.84748 0.989835673347069 0.95481180952381
"172" 28254 1 213.94236032107 0.79874 0.989835673347069 0.952052121212121
"173" 49595 1 214.731278482258 0.80656 0.989835673347069 0.952052121212121
"174" 87 1 214.731278582258 0.09472 0.987572231404959 0.891888607594937
"175" 43957 1 214.731278782258 0.26578 0.987572231404959 0.891888607594937
"176" 40256 1 214.731278982258 0.36772 0.987572231404959 0.891888607594937
"177" 53666 1 214.731279082258 0.44352 0.987572231404959 0.891888607594937
"178" 9091 1 214.731279182258 0.1215 0.987572231404959 0.891888607594937
"179" 27485 1 214.731279282258 0.5545 0.987572231404959 0.891888607594937
"180" 8107 1 214.731279382258 0.29262 0.987572231404959 0.891888607594937
"181" 39192 1 214.731279482258 0.6552 0.987572231404959 0.912460701754386
"182" 8110 1 214.731279582258 0.18284 0.987572231404959 0.891888607594937
"183" 29588 1 214.993549263489 0.96494 0.993586113709968 0.986100964912281
"184" 9119 1 214.993549363489 0.59654 0.987572231404959 0.891888607594937
"185" 21596 1 214.99365382896 0.28434 0.987572231404959 0.891888607594937
"186" 7797 1 215.048327436277 0.56398 0.987572231404959 0.891888607594937
"187" 31042 1 215.309702315196 0.28644 0.987572231404959 0.891888607594937
"188" 13448 1 216.213864875974 0.56416 0.987572231404959 0.891888607594937
"189" 38862 1 216.850702103923 0.36898 0.987572231404959 0.891888607594937
"190" 17717 1 216.850702203923 0.54888 0.987572231404959 0.891888607594937
"191" 53057 1 216.850702303923 0.5253 0.987572231404959 0.891888607594937
"192" 24592 1 217.130417991779 0.25364 0.987572231404959 0.891888607594937
"193" 52654 1 217.130418091779 0.85176 0.989835673347069 0.95481180952381
"194" 28557 1 219.350933836121 0.44206 0.987572231404959 0.891888607594937
"195" 54320 1 219.350933936121 0.3785 0.987572231404959 0.891888607594937
"196" 51967 1 219.620061227672 0.5288 0.987572231404959 0.891888607594937
"197" 12686 1 220.287564854772 0.59948 0.987572231404959 0.891888607594937
"198" 46016 1 223.015169278791 0.29354 0.987572231404959 0.891888607594937
"199" 6881 1 223.885233981439 0.25388 0.987572231404959 0.891888607594937
"200" 46905 1 227.233303295356 0.12986 0.987572231404959 0.891888607594937
"201" 49020 1 227.561036130743 0.22 0.987572231404959 0.891888607594937
"202" 30528 1 229.601608078689 0.00463999999999998 0.976486875000004 0.301734999999998
"203" 15544 1 230.281206110917 0.07036 0.987572231404959 0.891888607594937
"204" 24575 1 231.064291879024 0.19536 0.987572231404959 0.891888607594937
"205" 18920 1 231.590535540594 0.62148 0.987572231404959 0.90042198757764
"206" 46315 1 232.733803207462 0.49822 0.987572231404959 0.891888607594937
"207" 10636 1 234.905687444404 0.21258 0.987572231404959 0.891888607594937
"208" 7928 1 236.831417933371 0.32512 0.987572231404959 0.891888607594937
"209" 24347 1 240.334624064766 0.28012 0.987572231404959 0.891888607594937
"210" 1492 1 240.334624164766 0.19572 0.987572231404959 0.891888607594937
"211" 29970 1 241.887973035879 0.72868 0.989835673347069 0.934203369565217
"212" 12204 1 243.770483570665 0.32884 0.987572231404959 0.891888607594937
"213" 5383 1 245.373720228419 0.35694 0.987572231404959 0.891888607594937
"214" 10659 1 250.535175470907 0.2197 0.987572231404959 0.891888607594937
"215" 34210 1 251.27372020619 0.66952 0.988032647589585 0.912460701754386
"216" 42642 1 251.870462856218 0.48982 0.987572231404959 0.891888607594937
"217" 41556 1 252.134510321538 0.804 0.989835673347069 0.952052121212121
"218" 51631 1 252.134510421538 0.49374 0.987572231404959 0.891888607594937
"219" 29081 1 252.134510521538 0.73242 0.989835673347069 0.934203369565217
"220" 486 1 253.240417102077 0.53334 0.987572231404959 0.891888607594937
"221" 51028 1 259.954123592741 0.58106 0.987572231404959 0.891888607594937
"222" 52359 1 259.954123792741 0.83882 0.989835673347069 0.95481180952381
"223" 6586 1 260.466810075957 0.60368 0.987572231404959 0.891888607594937
"224" 221 1 262.909577868374 0.84246 0.989835673347069 0.95481180952381
"225" 42644 1 263.631702325551 0.73696 0.989835673347069 0.934203369565217
"226" 31096 1 264.879080430131 0.6048 0.987572231404959 0.891888607594937
"227" 39068 1 264.879080630131 0.73176 0.989835673347069 0.934203369565217
"228" 5877 1 264.879080730131 0.65054 0.987572231404959 0.912460701754386
"229" 20075 1 264.879080830131 0.64826 0.987572231404959 0.912460701754386
"230" 43425 1 264.977834470002 0.69936 0.989835673347069 0.931635530726257
"231" 53589 1 265.256395329084 0.66798 0.987572231404959 0.912460701754386
"232" 26475 1 265.256395429084 0.74646 0.989835673347069 0.935156774193548
"233" 11120 1 265.256395529084 0.66656 0.987572231404959 0.912460701754386
"234" 4705 2 19.2178951750619 0.71462 0.989835673347069 0.994094393939394
"235" 52017 2 32.529243841866 0.91296 0.989835673347069 0.994094393939394
"236" 17610 2 32.529243941866 0.93574 0.990307581360947 0.994094393939394
"237" 48624 2 32.529244041866 0.74554 0.989835673347069 0.994094393939394
"238" 28460 2 32.529244141866 0.83468 0.989835673347069 0.994094393939394
"239" 5620 2 32.529244441866 0.54234 0.987572231404959 0.994094393939394
"240" 46895 2 32.529244641866 0.99564 0.998227509632224 0.999397132075472
"241" 19368 2 32.529244741866 0.71968 0.989835673347069 0.994094393939394
"242" 33919 2 32.529244841866 0.36062 0.987572231404959 0.994094393939394
"243" 52987 2 32.7896444906076 0.85532 0.989835673347069 0.994094393939394
"244" 7143 2 32.7896446906076 0.81234 0.989835673347069 0.994094393939394
"245" 40131 2 32.7896447906076 0.87744 0.989835673347069 0.994094393939394
"246" 26368 2 32.7896448906076 0.6483 0.987572231404959 0.994094393939394
"247" 14874 2 35.2188016315756 0.69064 0.989835673347069 0.994094393939394
"248" 6678 2 36.2734903966218 0.91834 0.989835673347069 0.994094393939394
"249" 33731 2 40.7449749321098 0.83672 0.989835673347069 0.994094393939394
"250" 51662 2 40.7449750321098 0.40012 0.987572231404959 0.994094393939394
"251" 14993 2 41.3805421812417 0.8706 0.989835673347069 0.994094393939394
"252" 21819 2 41.3805422812417 0.70614 0.989835673347069 0.994094393939394
"253" 48242 2 42.6840225167057 0.13688 0.987572231404959 0.994094393939394
"254" 46314 2 45.7409383034807 0.98662 0.995143164935751 0.994094393939394
"255" 23516 2 50.847763351761 0.6853 0.989835673347069 0.994094393939394
"256" 35938 2 51.7180822604542 0.8096 0.989835673347069 0.994094393939394
"257" 18674 2 51.9974736771452 0.64666 0.987572231404959 0.994094393939394
"258" 35521 2 51.9974737771452 0.72094 0.989835673347069 0.994094393939394
"259" 32657 2 52.5971319700342 0.20534 0.987572231404959 0.994094393939394
"260" 17637 2 56.2726272570207 0.90114 0.989835673347069 0.994094393939394
"261" 42628 2 57.1774215911045 0.87256 0.989835673347069 0.994094393939394
"262" 38672 2 57.5691080403123 0.84836 0.989835673347069 0.994094393939394
"263" 18508 2 57.9265220692876 0.39074 0.987572231404959 0.994094393939394
"264" 35000 2 58.904889214152 0.83002 0.989835673347069 0.994094393939394
"265" 10197 2 58.9048893141521 0.86648 0.989835673347069 0.994094393939394
"266" 11929 2 60.4034865135301 0.8351 0.989835673347069 0.994094393939394
"267" 26909 2 60.9594066692156 0.78308 0.989835673347069 0.994094393939394
"268" 52829 2 61.4389769001773 0.98632 0.995143164935751 0.994094393939394
"269" 28410 2 63.4437619523869 0.92342 0.989835673347069 0.994094393939394
"270" 17719 2 63.4437620523869 0.83578 0.989835673347069 0.994094393939394
"271" 16781 2 64.7069593491071 0.92332 0.989835673347069 0.994094393939394
"272" 9141 2 65.0034172383099 0.89058 0.989835673347069 0.994094393939394
"273" 49743 2 65.0034173383099 0.95868 0.993325741540677 0.994094393939394
"274" 18365 2 65.3094049098467 0.92864 0.990136208811551 0.994094393939394
"275" 24562 2 65.3094050098467 0.7609 0.989835673347069 0.994094393939394
"276" 53890 2 65.5561448774848 0.97552 0.994460448877805 0.994094393939394
"277" 55305 2 66.1275026393547 0.9358 0.990307581360947 0.994094393939394
"278" 23533 2 67.5197931322951 0.78574 0.989835673347069 0.994094393939394
"279" 17285 2 68.3853360675069 0.97258 0.993942025 0.994094393939394
"280" 6462 2 69.0533192747628 0.91384 0.989835673347069 0.994094393939394
"281" 5570 2 69.5779461489539 0.29402 0.987572231404959 0.994094393939394
"282" 40104 2 69.5779462489539 0.8613 0.989835673347069 0.994094393939394
"283" 387 2 70.4987948289464 0.48066 0.987572231404959 0.994094393939394
"284" 1628 2 70.4987949289464 0.63168 0.987572231404959 0.994094393939394
"285" 54895 2 71.4487791035449 0.62874 0.987572231404959 0.994094393939394
"286" 39389 2 71.7479704418467 0.78112 0.989835673347069 0.994094393939394
"287" 52447 2 72.2580258612871 0.81382 0.989835673347069 0.994094393939394
"288" 3812 2 73.8958607843759 0.66702 0.987572231404959 0.994094393939394
"289" 23519 2 74.4200933650338 0.70054 0.989835673347069 0.994094393939394
"290" 20808 2 74.4200934650338 0.87104 0.989835673347069 0.994094393939394
"291" 10699 2 75.2173682946536 0.65402 0.987572231404959 0.994094393939394
"292" 42084 2 75.4858928452728 0.95138 0.993325741540677 0.994094393939394
"293" 762 2 75.4858929452728 0.68238 0.989835673347069 0.994094393939394
"294" 50416 2 75.4858930452728 0.668 0.987572231404959 0.994094393939394
"295" 681 2 75.5161497956966 0.77238 0.989835673347069 0.994094393939394
"296" 32064 2 75.8084163934015 0.99962 0.999794697658161 0.99962
"297" 34106 2 76.1252537775695 0.87548 0.989835673347069 0.994094393939394
"298" 42243 2 78.0735038842551 0.9569 0.993325741540677 0.994094393939394
"299" 40217 2 79.127672340042 0.8874 0.989835673347069 0.994094393939394
"300" 30893 2 79.127672440042 0.80752 0.989835673347069 0.994094393939394
"301" 821 2 79.4283845046855 0.92312 0.989835673347069 0.994094393939394
"302" 24834 2 79.4283846046855 0.66658 0.987572231404959 0.994094393939394
"303" 8905 2 82.1151810305902 0.9595 0.993325741540677 0.994094393939394
"304" 3956 2 82.3661829454254 0.71778 0.989835673347069 0.994094393939394
"305" 21288 2 82.3661830454254 0.34864 0.987572231404959 0.994094393939394
"306" 47723 2 82.3661831454255 0.9309 0.990136208811551 0.994094393939394
"307" 19643 2 82.7290699542248 0.6727 0.989835673347069 0.994094393939394
"308" 52952 2 82.7290700542248 0.62252 0.987572231404959 0.994094393939394
"309" 54318 2 82.7290701542248 0.82004 0.989835673347069 0.994094393939394
"310" 13266 2 83.2454023608395 0.57198 0.987572231404959 0.994094393939394
"311" 19341 2 83.2454024608395 0.72868 0.989835673347069 0.994094393939394
"312" 43188 2 83.5718692956139 0.92784 0.990136208811551 0.994094393939394
"313" 35404 2 83.5718693956139 0.96434 0.993325741540677 0.994094393939394
"314" 38617 2 83.5718694956139 0.56244 0.987572231404959 0.994094393939394
"315" 34683 2 84.5585919203276 0.91382 0.989835673347069 0.994094393939394
"316" 26072 2 84.5585920203276 0.34854 0.987572231404959 0.994094393939394
"317" 33772 2 84.5585921203276 0.86732 0.989835673347069 0.994094393939394
"318" 25243 2 84.8874006063827 0.82074 0.989835673347069 0.994094393939394
"319" 43964 2 84.8874007063827 0.6385 0.987572231404959 0.994094393939394
"320" 13560 2 85.4848062101656 0.61406 0.987572231404959 0.994094393939394
"321" 38141 2 86.0140517008573 0.65996 0.987572231404959 0.994094393939394
"322" 2987 2 86.0140519008573 0.92738 0.990136208811551 0.994094393939394
"323" 39728 2 86.0140520008573 0.66198 0.987572231404959 0.994094393939394
"324" 47027 2 86.0140522008573 0.86108 0.989835673347069 0.994094393939394
"325" 43316 2 86.0140523008573 0.63424 0.987572231404959 0.994094393939394
"326" 17936 2 86.6460197789684 0.58674 0.987572231404959 0.994094393939394
"327" 35310 2 87.6033297726412 0.23314 0.987572231404959 0.994094393939394
"328" 3695 2 87.6033299726412 0.5464 0.987572231404959 0.994094393939394
"329" 40941 2 87.8644495181733 0.46494 0.987572231404959 0.994094393939394
"330" 27283 2 87.8644496181733 0.86644 0.989835673347069 0.994094393939394
"331" 6499 2 87.8644497181733 0.73594 0.989835673347069 0.994094393939394
"332" 26328 2 88.2545013779743 0.89654 0.989835673347069 0.994094393939394
"333" 43530 2 88.6436443444854 0.47384 0.987572231404959 0.994094393939394
"334" 33557 2 88.6436444444854 0.57704 0.987572231404959 0.994094393939394
"335" 36524 2 88.6436445444854 0.45714 0.987572231404959 0.994094393939394
"336" 18502 2 88.8983339574743 0.57688 0.987572231404959 0.994094393939394
"337" 23171 2 88.8983340574743 0.89116 0.989835673347069 0.994094393939394
"338" 42673 2 89.4194487054516 0.28242 0.987572231404959 0.994094393939394
"339" 30779 2 89.4194489054516 0.97514 0.99442733784747 0.994094393939394
"340" 45448 2 89.4194490054516 0.31474 0.987572231404959 0.994094393939394
"341" 47913 2 89.4194491054516 0.8038 0.989835673347069 0.994094393939394
"342" 38592 2 90.3438197076399 0.66078 0.987572231404959 0.994094393939394
"343" 7414 2 90.6398012177996 0.6387 0.987572231404959 0.994094393939394
"344" 3738 2 91.2573817329592 0.80064 0.989835673347069 0.994094393939394
"345" 39443 2 91.2573819329592 0.13502 0.987572231404959 0.994094393939394
"346" 50668 2 91.5183297128637 0.45254 0.987572231404959 0.994094393939394
"347" 26323 2 91.7797651324222 0.83456 0.989835673347069 0.994094393939394
"348" 45928 2 91.7797652324222 0.37456 0.987572231404959 0.994094393939394
"349" 7161 2 91.7797653324222 0.49956 0.987572231404959 0.994094393939394
"350" 10025 2 92.0419058872242 0.70354 0.989835673347069 0.994094393939394
"351" 9671 2 92.3081957755557 0.85522 0.989835673347069 0.994094393939394
"352" 53566 2 92.3341194399506 0.90286 0.989835673347069 0.994094393939394
"353" 53431 2 92.3341195399506 0.60524 0.987572231404959 0.994094393939394
"354" 52079 2 94.1707803431012 0.58576 0.987572231404959 0.994094393939394
"355" 51553 2 95.5598927964915 0.41436 0.987572231404959 0.994094393939394
"356" 33034 2 95.8971607485648 0.62718 0.987572231404959 0.994094393939394
"357" 17778 2 95.8971610485648 0.60936 0.987572231404959 0.994094393939394
"358" 6693 2 95.8971611485648 0.78266 0.989835673347069 0.994094393939394
"359" 35485 2 95.8971612485648 0.86336 0.989835673347069 0.994094393939394
"360" 50493 2 96.6971710323791 0.32944 0.987572231404959 0.994094393939394
"361" 31013 2 96.6971711323791 0.42456 0.987572231404959 0.994094393939394
"362" 10762 2 96.957176335466 0.7761 0.989835673347069 0.994094393939394
"363" 41115 2 96.957176435466 0.93318 0.990136208811551 0.994094393939394
"364" 32189 2 97.4823113326209 0.07884 0.987572231404959 0.994094393939394
"365" 26712 2 98.0023551890211 0.87458 0.989835673347069 0.994094393939394
"366" 14261 2 98.0023552890211 0.97072 0.993799921386457 0.994094393939394
"367" 33101 2 98.0023553890211 0.81374 0.989835673347069 0.994094393939394
"368" 37600 2 98.7067758409837 0.84734 0.989835673347069 0.994094393939394
"369" 21582 2 99.0475207137745 0.53806 0.987572231404959 0.994094393939394
"370" 17887 2 100.224693561051 0.64088 0.987572231404959 0.994094393939394
"371" 45630 2 100.224693661051 0.91434 0.989835673347069 0.994094393939394
"372" 23353 2 101.27797369245 0.84596 0.989835673347069 0.994094393939394
